new,host,a,cname,soa,status_code,aaaa,mx,ns,txt,cdn,cdn-name
,argentina.kinepolis.ch,"23.55.163.5, 23.55.163.8",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a6-66.akam.net, a24-67.akam.net, a13-66.akam.net, a5-66.akam.net, a4-67.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all",,
,arlington.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,as.landmarkcinemas.com,205.206.14.209,,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
,asia-south1-gcp.w.kinepolis.lu,"95.101.74.200, 95.101.74.196",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a6-66.akam.net, a1-67.akam.net, a4-67.akam.net, a13-66.akam.net, a24-67.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
,asia.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,asia.kinepolis.fr,"23.76.204.149, 23.76.204.146",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a6-66.akam.net, a5-66.akam.net, a1-67.akam.net, a13-66.akam.net, a4-67.akam.net","MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all",,
,asset03.kinepolis.com,188.93.155.244,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,asset04.kinepolis.com,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,asset1.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,asset2.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,assets-yammer-elasticbeanstalk.com.office.cibcpoc.kinepolis.fr,"92.122.101.58, 92.122.101.26",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:fe00::5c7a:653a, 2a02:26f0:fe00::5c7a:651a",kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a24-67.akam.net, a4-67.akam.net, a5-66.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,assets-yammer-login.com.office.cibcpoc.kinepolis.fr,,kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a24-67.akam.net, a4-67.akam.net, a13-66.akam.net, a6-66.akam.net, a5-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,assets-yammer.history.com.office.cibcpoc.kinepolis.fr,"23.55.163.5, 23.55.163.8",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a5-66.akam.net, a24-67.akam.net, a4-67.akam.net, a1-67.akam.net, a13-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all",,
,atmsystem.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,att.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,atv.kinepolis.com,"2.16.241.5, 2.16.241.19","kinepolis.edgesuite.net, a1935.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3100::1735:296a, 2a02:26f0:3100::1735:2950",,,,,
,auth.qa.developer.salesforce.com.00df00000005ccwmam.live.internal.nsa.gov.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,autodiscover.eecu.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,autodiscover.kinepolis.be,"52.98.243.56, 52.97.135.104, 52.98.171.232, 52.98.241.184","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,"2603:1026:c0d:71::8, 2603:1026:c0d:72::8, 2603:1026:c0d:6b::8",,,,,
,autodiscover.kinepolis.ch,"52.98.228.56, 52.98.241.200, 52.98.243.8, 40.99.150.40","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,"2603:1026:c0d:81a::8, 2603:1026:c0d:c07::8, 2603:1026:c0d:c2c::8, 2603:1026:c0d:c2f::8",,,,,
,autodiscover.kinepolis.fr,"40.99.204.40, 40.99.205.56, 52.97.250.200, 40.99.205.24, 52.97.158.168, 52.98.232.8, 40.101.12.40, 40.101.12.56","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,"2603:1026:206:6::8, 2603:1026:c03:581a::8, 2603:1026:206:4::8, 2603:1026:c03:7078::8, 2603:1026:c03:7076::8, 2603:1026:c03:5819::8, 2603:1026:c03:581b::8, 2603:1026:c03:707c::8",,,,,
,autodiscover.kinepolis.lu,"52.96.87.248, 52.96.111.88, 52.96.109.184, 52.96.88.72","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,"2603:1036:302:840::8, 2603:1036:302:505b::8, 2603:1036:302:4846::8, 2603:1036:302:880::8",,,,,
,autodiscover.kinepolis.nl,"52.98.231.248, 52.97.144.184, 40.101.12.40, 40.99.205.8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,"2603:1026:206:2::8, 2603:1026:207:a5::8, 2603:1026:c03:7074::8, 2603:1026:c03:707d::8",,,,,
,autodiscover.klubcinema.fr,"52.96.242.24, 52.96.15.184, 52.96.88.120, 52.96.182.120","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,"2603:1036:302:4847::8, 2603:1036:302:505c::8, 2603:1036:302:880::8, 2603:1036:302:4843::8",,,,,
,autodiscover.landmarkcinemas.com,"40.101.80.8, 40.99.204.104, 40.101.19.168, 40.99.204.200","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,"2603:1026:204::8, 2603:1026:c03:581a::8, 2603:1026:200:51::8, 2603:1026:c03:5818::8",,,,,
,autodiscover.mjrtheatres.com,"40.99.210.8, 40.99.218.152, 40.99.211.24, 40.99.211.8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,"2603:1026:c0e:86e::8, 2603:1026:c0e:863::8, 2603:1026:c0e:86f::8",,,,,
,autodiscoveroid.kinepolis.ch,"184.87.173.194, 184.87.173.202, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis-ch.mail.protection.outlook.com,"a4-67.akam.net, a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a5-66.akam.net, a6-66.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
,avira-free-antivirus.ar.kinepolis.fr,"23.50.131.223, 23.50.131.219",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3b::5f64:9b49, 2a02:26f0:3b::5f64:9b52",kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805",,
,awww.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,az.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,b01.kinepolis.ch,"95.101.74.196, 95.101.74.200",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net","MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all",,
,b2.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,b2b.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,b2bdanmark.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,b2c.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,ba.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,baidu.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,baidu.kinepolis.lu,"95.101.74.196, 95.101.74.200",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis-lu.mail.protection.outlook.com,"a6-66.akam.net, a1-67.akam.net, a4-67.akam.net, a13-66.akam.net, a24-67.akam.net, a5-66.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
,ballett.musikhochschule-muenchen.de.devweb.kinepolis.fr,"23.32.238.82, 23.32.238.72",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a6-66.akam.net, a4-67.akam.net, a24-67.akam.net, a5-66.akam.net, a13-66.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805",,
,baltimore.kinepolis.com,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,bambora.landmarkcinemas.com,"92.123.189.176, 92.123.189.202","prod.landmarkcinemas.com.edgesuite.net, a1734.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:a600::b9e1:fa3b, 2a02:26f0:a600::b9e1:fa22",,,,,
,bannervirus0316.kinepolis.fr,"23.32.238.82, 23.32.238.72",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,banorte.com.15-okta-ion9.acceso24.banorte.gw1.cloud.profiles.kinepolis.lu,"23.32.238.82, 23.32.238.72",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a24-67.akam.net, a4-67.akam.net, a6-66.akam.net, a13-66.akam.net, a5-66.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
,banorte.com.bancadigital.acceso24.banorte.gw1.cloud.profiles.kinepolis.lu,"184.87.173.202, 184.87.173.194, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis-lu.mail.protection.outlook.com,"a24-67.akam.net, a5-66.akam.net, a6-66.akam.net, a1-67.akam.net, a4-67.akam.net, a13-66.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
,bb.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,bbdd.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,bbs.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,be-fr-acc.kinepolis.com,"104.81.60.81, 104.81.60.9","acc.kinepolis.com.edgesuite.net, a1928.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:a600::b9e1:fa4b, 2a02:26f0:a600::b9e1:fa30",,,,,
,be-fr-acc2.kinepolis.com,188.93.155.232,acc2.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,be-fr-cdn.kinepolis.com,"23.32.238.72, 23.32.238.82","kinepolis.edgesuite.net, a1935.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",,,,,
,be-nl-acc2.kinepolis.com,188.93.155.232,acc2.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,be-nl-cdn-acc.kinepolis.com,"23.32.238.16, 23.32.238.33",,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:1797, 2a02:26f0:3500:12::1730:17a0",,,,,
,be-nl-cdn-acc2.kinepolis.com,"188.93.155.249, 188.93.155.248",cdn-acc2.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,be-nl-cdn-dev2.kinepolis.com,"188.93.155.248, 188.93.155.249",cdn-dev2.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,be-nl-dev.kinepolis.com,"95.101.74.204, 95.101.74.216","dev.kinepolis.com.edgesuite.net, a1208.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:b200::1748:fcaa, 2a02:26f0:b200::1748:fc80",,,,,
,be-nl-dev2.kinepolis.com,188.93.155.247,dev2.kinepolis.com,,NOERROR,,,,,,
,be.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,be.kinepolis.fr,"23.76.204.149, 23.76.204.146",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a13-66.akam.net, a4-67.akam.net, a24-67.akam.net, a6-66.akam.net, a5-66.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805",,
,be.nl.kinepolis.com,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,bea.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,beta-fiestademascaras.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,beta.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,bf.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,bff.kinepolis.be,"2.16.241.4, 2.16.241.6","prod.kinepolis.com.edgesuite.net, a1619.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3100::1735:2978, 2a02:26f0:3100::1735:2972",,,,,
,bff.kinepolis.ch,"23.32.238.74, 23.32.238.81","prod.kinepolis.com.edgesuite.net, a1619.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:12::1730:17ab, 2a02:26f0:3500:12::1730:17b8",,,,,
,bff.kinepolis.com,"23.55.163.41, 23.55.163.43","prod.kinepolis.com.edgesuite.net, a1619.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:12::1730:17ab, 2a02:26f0:3500:12::1730:17b8",,,,,
,bff.kinepolis.lu,"104.81.60.16, 104.81.60.49","prod.kinepolis.com.edgesuite.net, a1619.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:a600::b9e1:fa32, 2a02:26f0:a600::b9e1:fa13",,,,,
,bff.kinepolis.nl,"2.16.238.24, 2.16.238.19","prod.kinepolis.com.edgesuite.net, a1619.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:780::5f65:3680, 2a02:26f0:780::210:ca71",,,,,
,bff.landmarkcinemas.com,"104.97.85.9, 104.97.85.45","prod.landmarkcinemas.com.edgesuite.net, a1734.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2600:1408:7400::17c7:4762, 2600:1408:7400::17c7:476b",,,,,
,bh.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,big5dns.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,billing.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,bip.kinepolis.ch,"23.50.131.223, 23.50.131.219",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3b::5f64:9b49, 2a02:26f0:3b::5f64:9b52",kinepolis-ch.mail.protection.outlook.com,"a4-67.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a5-66.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331",,
,bip.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,bip.kinepolis.lu,"23.76.204.149, 23.76.204.146",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a1-67.akam.net, a13-66.akam.net, a6-66.akam.net, a5-66.akam.net, a24-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
,birthdays.landmarkcinemas.com,"104.20.51.71, 104.20.50.71, 172.67.0.148",,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700:10::ac43:94, 2606:4700:10::6814:3247, 2606:4700:10::6814:3347",,,,True,cloudflare
,bj.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,blackberry.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,blog.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,blog.kinepolis.lu,"23.55.163.8, 23.55.163.5",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a5-66.akam.net, a1-67.akam.net, a24-67.akam.net, a6-66.akam.net, a4-67.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all",,
,blog123.kinepolis.ch,"23.32.238.82, 23.32.238.72",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
,blogmask.kinepolis.fr,"2.16.241.5, 2.16.241.19",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:480:e::210:f113, 2a02:26f0:480:e::210:f105",kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a5-66.akam.net, a4-67.akam.net, a6-66.akam.net, a1-67.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
,blogs.kinepolis.ch,"95.101.74.200, 95.101.74.196",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis-ch.mail.protection.outlook.com,"a24-67.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a13-66.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
,blogs.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,blogspot.centerpriseenrollment.kinepolis.fr,"2.16.238.141, 2.16.238.148",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a1-67.akam.net",,,
,blueprint-coreos-icescrum.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
